,name,address,location,amentities,price,rating,no of reviews,city,Check_in_date,Check_out_date
91,Hotel Green Park,"D. No 7-1-26, GreenLands Area, Begumpet, Hyderabad, Andhra Pradesh, 500016, India","5.4 km to city centre
21 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingAirport transferGymRestaurantBarBathtub,"Rs6,398",,,Hyderabad,12/02/2021,14/02/2021
92,Hotel Green Park,"D. No 7-1-26, GreenLands Area, Begumpet, Hyderabad, Andhra Pradesh, 500016, India","5.4 km to city centre
21 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingAirport transferGymRestaurantBarBathtub,"Rs6,398",,,Hyderabad,12/02/2021,14/02/2021
93,FabHotel Yesmark Gachibowli,"Jayabheri Pinevally, Plot # 18, Beside, Gachibowli Police Commissioner Office, Hyderabad, Telangana, 500032, India","11 km to city centre
22 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parking,"Rs6,316",,,Hyderabad,12/02/2021,16/02/2021
94,The Westin Hyderabad Mindspace,"Raheja IT Park, Hitec City, Madhapur, Hyderabad, Telangana, 500081, India","9.9 km to city centre
22 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs14,040",,,Hyderabad,12/02/2021,16/02/2021
95,Le Meridien Hyderabad,"Plot No. 132, Miyapur Rd. Gachibowli, Hyderabad, Telangana, 500032, India","13 km to city centre
24 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",PoolFree parkingSpaGymRestaurantBar,"Rs12,150",,,Hyderabad,12/02/2021,16/02/2021
96,Le Meridien Hyderabad,"Plot No. 132, Miyapur Rd. Gachibowli, Hyderabad, Telangana, 500032, India","13 km to city centre
24 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",PoolFree parkingSpaGymRestaurantBar,"Rs12,150",,,Hyderabad,12/02/2021,16/02/2021
97,OYO 61506 Sai Residency,"Sai Residency Plot no 210 Kalyan nagar, phase-1 vengalarao nagar main road besid, Hyderabad, Telangana, 500038, India","7.1 km to city centre
22 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",,"Rs6,155",,,Hyderabad,12/02/2021,16/02/2021
98,OYO 23543 Hotel Vaishnavi,"14Near Khindsi Lake Tumsar Road, Hyderabad, 500003, India","6.5 km to city centre
22 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingBathtub,"Rs8,266",,,Hyderabad,12/02/2021,16/02/2021
99,OYO 23543 Hotel Vaishnavi,"14Near Khindsi Lake Tumsar Road, Hyderabad, 500003, India","6.5 km to city centre
22 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingBathtub,"Rs8,266",,,Hyderabad,12/02/2021,16/02/2021
100,Courtyard by Marriott Hyderabad,"1 3 1024 Lower Tank Bund Road, Hyderabad, Andhra Pradesh, 500001, India","4.7 km to city centre
21 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs12,462",,,Hyderabad,12/02/2021,16/02/2021
101,Best Western Ashoka,"6-1-70, Lakdi-ka-pul, Hyderabad, Andhra Pradesh, 500004, India","1.7 km to city centre
18 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingAirport transferGymRestaurantBar,"Rs10,422",,,Hyderabad,12/02/2021,16/02/2021
102,Taj Deccan,"Rd Number 1, Balapur Basthi, Banjara Hills, Telangana, Hyderabad, Andhra Pradesh, 500034, India","3.8 km to city centre
19 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs16,000",,,Hyderabad,12/02/2021,16/02/2021
103,Hyatt Place Hyderabad Banjara Hills,"Banjara Hills Road 1, Hyderabad, Telangana, 500034, India","3.0 km to city centre
19 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",PoolFree parkingAirport transferGymRestaurantBar,"Rs14,660",,,Hyderabad,12/02/2021,16/02/2021
104,OYO 19460 Hotel Pearl City,"15-5-826 Raj Tower Afzalgunj Rd, Ashok Bazar Gowliguda., Hyderabad, Telangana, 500012, India","2.0 km to city centre
15 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Bathtub,"Rs18,436",,,Hyderabad,12/02/2021,16/02/2021
105,Trident Hyderabad,"HITEC City, Near Cyber Towers, Hyderabad, Andhra Pradesh, 500 081, India","11 km to city centre
24 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs18,000",Exceptional 9.6,,Hyderabad,12/02/2021,16/02/2021
106,OYO 65280 New Raghava Guest House,"D/4 Sri Nagar Colony Krishna Nagar, Hyderabad, Telangana, 500033, India","6.1 km to city centre
21 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parking,"Rs10,180",,,Hyderabad,12/02/2021,16/02/2021
107,OYO 65280 New Raghava Guest House,"D/4 Sri Nagar Colony Krishna Nagar, Hyderabad, Telangana, 500033, India","6.1 km to city centre
21 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parking,"Rs10,180",,,Hyderabad,12/02/2021,16/02/2021
108,The Park Hyderabad,"22, RajBhavan Road, Somajiguda, Hyderabad, Andhra Pradesh, 500082, India","4.0 km to city centre
20 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs9,760",,,Hyderabad,12/02/2021,16/02/2021
109,Radisson Blu Plaza Hotel Hyderabad Banjara Hills,"8-2-409 Road No 6 Banjara Hills, Hyderabad, Andhra Pradesh, 500034, India","4.5 km to city centre
20 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs12,712",Good 7.6,,Hyderabad,12/02/2021,16/02/2021
110,"Vivanta Hyderabad, Begumpet","1 10 147 148 Mayuri Marg, Hyderabad, Andhra Pradesh, 500016, India","6.1 km to city centre
22 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",PoolFree parkingPet-friendlyAirport transferSpaGym,"Rs14,400",,,Hyderabad,12/02/2021,16/02/2021
111,Marigold by Greenpark,"7-1-25, Greenlands, Begumpet, Hyderabad, Andhra Pradesh, 500016, India","5.5 km to city centre
21 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingAirport transferSpaGymRestaurantBar,"Rs14,400",,,Hyderabad,12/02/2021,16/02/2021
112,OYO 17279 Royal Inn Hotel,"539, 100Ft Rd., Mega Hills, Hyderabad, Telangana, 500081, India","10 km to city centre
24 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",,"Rs7,967",,,Hyderabad,12/02/2021,16/02/2021
113,Hyderabad Marriott Hotel & Convention Centre,"Opp Hussain Sagar Lake Tank Bund Rd, Hyderabad, Andhra Pradesh, 500080, India","4.6 km to city centre
21 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",PoolFree parkingSpaGymRestaurantBar,"Rs14,400",,,Hyderabad,12/02/2021,16/02/2021
114,Taj Banjara,"Road No. 1, Banjara Hills, Telangana, Hyderabad, Andhra Pradesh, 500034, India","2.9 km to city centre
18 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",PoolFree parkingAirport transferGymRestaurantBar,"Rs14,349",,,Hyderabad,12/02/2021,16/02/2021
115,Welkin Hotel,"1-7-227 to 234 Near Paradise Circle, S.D. Road, Hyderabad, Telangana, 500003, India","6.4 km to city centre
23 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingAirport transfer,"Rs7,000",,,Hyderabad,12/02/2021,16/02/2021
116,OYO 63371 R Square Stay,"R Square Stay Metro exit D Beside China, Bazar Bahadurguda LB Nagar a Bazar Bahad, Hyderabad, Telangana, 500074, India","9.9 km to city centre
16 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parking,"Rs11,751",,,Hyderabad,12/02/2021,16/02/2021
117,OYO 70733 Hotel Regal,"139 4-5-139 NH 9 Sappu Bagh Apaprtment, Jogani Ramgopalpet t, Jogani, Ramgopalpe, Hyderabad, Telangana, 500003, India","6.4 km to city centre
23 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",,"Rs7,849",,,Hyderabad,12/02/2021,16/02/2021
118,OYO 63209 Hotel Ram Ratan Grand,"5-29/5 ORR tollgatekishanguda Shamshabad, bad, Hyderabad, Hyderabad, Telangana, 501218, India","18 km to city centre
6.7 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parking,"Rs13,351",,,Hyderabad,12/02/2021,16/02/2021
119,OYO 63209 Hotel Ram Ratan Grand,"5-29/5 ORR tollgatekishanguda Shamshabad, bad, Hyderabad, Hyderabad, Telangana, 501218, India","18 km to city centre
6.7 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parking,"Rs13,351",,,Hyderabad,12/02/2021,16/02/2021
120,HOTEL THE CONCLAVE,"Gowlidoddi Rd, Hyderabad, Telangana, 500032, India","16 km to city centre
24 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingRestaurant,"Rs8,000",,,Hyderabad,12/02/2021,16/02/2021
121,Capital O 47601 Airport Palace Hotel,"21-58/1/1 Fort grand road Ranga Reddy, Hyderabad, Hyderabad, Telangana, 501218, India","16 km to city centre
6.0 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingKitchen,"Rs9,590",,,Hyderabad,12/02/2021,16/02/2021
122,HMC Hotel,"Gosha Road, MJ Market, Hyderabad, Telangana, 500001, India","1.0 km to city centre
16 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",,"Rs7,996",,,Hyderabad,12/02/2021,16/02/2021
123,OYO 4025 Hotel Meredian Orchid,"11-4-650-15 Lakdi Ka pul, Hyderabad, Telangana, 500004, India","1.6 km to city centre
18 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",,"Rs13,641",,,Hyderabad,12/02/2021,16/02/2021
124,Cannychoice Inn,"Hotel CannyChoice Inn, Plot No 60 & 61,, Green Hamlet, Shilpa Park Rd, Kondapur, Hyderabad, Telangana, 500084, India","14 km to city centre
26 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingRestaurant,"Rs8,000",,,Hyderabad,12/02/2021,16/02/2021
125,Capital O 65104 Che Sigma Hotel,"107/11 Beside Firdous Cafe, Chinthalkunta. ta., Hyderabad, Hyderabad, Telangana, 500074, India","11 km to city centre
16 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",,"Rs5,254",,,Hyderabad,12/02/2021,16/02/2021
126,Hotel Lotus Grand,"9-4-147 to 153, opp.railway station, Gurudwaralane, Rezimental Bazar, Hyderabad, Telangana, 500003, India","7.0 km to city centre
23 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingRestaurant,"Rs8,640",,,Hyderabad,12/02/2021,16/02/2021
127,Hotel Gaurishree,"Hall no.8,chittod complex, m.p.nagar,zone-1,bhopal, Hyderabad, 462011, India","2.3 km to city centre
16 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parking,"Rs8,564",,,Hyderabad,12/02/2021,16/02/2021
128,Deccan Comforts,"No. 5-9-19/14, 15 Old Secretariat Road, Green Gates, Saifabad, Hyderabad, Telangana, 500022, India","2.2 km to city centre
18 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",,"Rs3,996",,,Hyderabad,12/02/2021,16/02/2021
129,Avasa Hotels,"Plot No. 15, 24, 25 & 26, Survey No.64, Sector-1, Huda Techno Enclave, Hyderabad, Andhra Pradesh, 500081, India","11 km to city centre
24 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs16,400",,,Hyderabad,12/02/2021,16/02/2021
130,Avasa Hotels,"Plot No. 15, 24, 25 & 26, Survey No.64, Sector-1, Huda Techno Enclave, Hyderabad, Andhra Pradesh, 500081, India","11 km to city centre
24 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs16,400",,,Hyderabad,12/02/2021,16/02/2021
131,Novotel Hyderabad Airport Hotel,"Rajiv Gandhi International Airport, Shamshabad, RR District, Hyderabad, Andhra Pradesh, 500409, India","16 km to city centre
1.5 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",PoolFree parkingSpaGymRestaurantBar,"Rs20,800",,,Hyderabad,12/02/2021,16/02/2021
132,OYO 49253 Raja Residency,"1-5-1&560 Raja Deluxe Complex Street, Number 7 Musheerabad umber 7, Hyderabad, Telangana, 500020, India","4.7 km to city centre
20 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parking,"Rs16,007",,,Hyderabad,12/02/2021,16/02/2021
133,Taj Krishna,"Rd Number 1, Mada Manzil, Banjara Hills, Telangana, Hyderabad, Andhra Pradesh, 500034, India","3.5 km to city centre
19 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs26,000",,,Hyderabad,12/02/2021,16/02/2021
134,OYO 33504 Hotel Ananda Inn,"1415&16 Kukatpally Industrial, EstateOpp. R.S. Brothers Beside KPHB Bus, Hyderabad, Telangana, 500072, India","14 km to city centre
28 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parking,"Rs12,119",,,Hyderabad,12/02/2021,16/02/2021
135,Park Hyatt Hyderabad,"Road No. 2, Banjara Hills, Hyderabad, Andhra Pradesh, 500034, India","5.5 km to city centre
20 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs18,966",,,Hyderabad,12/02/2021,16/02/2021
136,Hill View Guest Houses - Begumpet,"H.No.1-8-308/4/2, Rd.no.1, Patigadda, Begumpet, Hyderabad, Telangana, 500003, India","6.0 km to city centre
22 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingRestaurant,"Rs6,476",,,Hyderabad,12/02/2021,16/02/2021
137,Hill View,"APBH Phase 4, Hyderabad, Telangana, 500032, India","13 km to city centre
24 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parking,"Rs8,360",,,Hyderabad,12/02/2021,16/02/2021
138,Hotel Sri Mayuri,"3-3-54/5 to 9, kachiguda station road, Hyderabad, telangana, 500027, India","2.9 km to city centre
17 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingAirport transferRestaurant,"Rs8,280",,,Hyderabad,12/02/2021,16/02/2021
139,THE GRAND PLAZA A BOUTIQUE HOTEL,"5-9-88/A/1, Opp. Assembly Metro Station, Pillar #A1255, Hyderabad, Telangana, 500001, India","1.1 km to city centre
17 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingPet-friendly,"Rs7,600",,,Hyderabad,12/02/2021,16/02/2021
140,Golkonda Resorts & Spa,"Gandipet, Sagar Mahal Complex, Hyderabad, Andhra Pradesh, 500075, India","16 km to city centre
21 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs33,300",,,Hyderabad,12/02/2021,16/02/2021
141,Golkonda Resorts & Spa,"Gandipet, Sagar Mahal Complex, Hyderabad, Andhra Pradesh, 500075, India","16 km to city centre
21 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs33,300",,,Hyderabad,12/02/2021,16/02/2021
142,Aditya Park-A Sarovar Portico Hotel,"Ameerpet Aditya Enclave, Hyderabad, Andhra Pradesh, 500038, India","5.7 km to city centre
21 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingAirport transferGymRestaurantBarBathtub,"Rs5,850",,,Hyderabad,12/02/2021,16/02/2021
143,Anmol Continental,"5-9-20/A, Saifabad, Khairtabad, Hyderabad, Telangana, 500081, India","1.9 km to city centre
18 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parking,"Rs8,796",,,Hyderabad,12/02/2021,16/02/2021
144,OYO 29928 Royal Emirates Banjara,"H No 8-2-231/15/16/17, Nagarjuna Hills Punjagutta, Hyderabad, Telangana, 500082, India","4.6 km to city centre
20 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingBathtub,"Rs6,218",,,Hyderabad,12/02/2021,16/02/2021
145,OYO 71431 Hotel Polo,"6-3-1099/1/13 Nishat Bagh Colony Ward, 97 Somajiguda Greater Municipal Corporat, Hyderabad, Telangana, 500082, India","4.0 km to city centre
20 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parking,"Rs20,517",,,Hyderabad,12/02/2021,16/02/2021
146,Gardenia Service Apartments,"540 Venkateshwara Nagar Aurora Colony, Banjara Hills, Hyderabad, Telangana, 500034, India","5.2 km to city centre
20 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parking,"Rs20,517",,,Hyderabad,12/02/2021,16/02/2021
147,Mercure Hyderabad KCP Hotel,"6 3 551, Banjara Hills, Somajiguda, Hyderabad, 500082, India","3.4 km to city centre
19 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingAirport transferGymRestaurantBarInternet access,"Rs12,479",,,Hyderabad,12/02/2021,16/02/2021
148,Lemon Tree Hotel Gachibowli Hyderabad,"No 115/1,Financial District Nanakramguda, Serilingampally, Gachibowli, Hyderabad, Andhra Pradesh, 500032, India","15 km to city centre
23 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingAirport transferBathtubConnecting rooms available,"Rs6,590",,,Hyderabad,12/02/2021,16/02/2021
149,ibis Hyderabad Hitech City Hotel,"Plot 3 Techno Enclave, Hitech City Main Road Patrika Nagar, Hyderabad, Telangana, 500081, India","11 km to city centre
24 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingGymRestaurantBarConnecting rooms available,"Rs6,598",,,Hyderabad,12/02/2021,16/02/2021
150,Capital O 72734 Hotel Sri Mayuri,"80 Chappal Bazaar Ward 80 Kachiguda, Greater Municipal Corporation Central Zo, Hyderabad, Telangana, 500027, India","2.8 km to city centre
17 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingKitchen,"Rs13,892",,,Hyderabad,12/02/2021,16/02/2021
151,Aditya Hometel,"Adjacent To Satyam Theatre Balkampet Rd, Ameerpet, Hyderabad, Andhra Pradesh, 500001, India","5.8 km to city centre
21 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingAirport transferRestaurant,"Rs6,638",,,Hyderabad,12/02/2021,16/02/2021
152,Aditya Hometel,"Adjacent To Satyam Theatre Balkampet Rd, Ameerpet, Hyderabad, Andhra Pradesh, 500001, India","5.8 km to city centre
21 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingAirport transferRestaurant,"Rs6,638",,,Hyderabad,12/02/2021,16/02/2021
153,Lemon Tree Hotel Banjara Hills,"6-3-248/1/1/B, Bhaskara Plaza, Road No.1, Banjara Hills, Hyderabad, Telangana, 500034, India","3.1 km to city centre
19 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingGymRestaurantBathtub,"Rs10,077",,,Hyderabad,12/02/2021,16/02/2021
154,"Red Fox Hotel, HITEC City, Hyderabad","Plot No. 2, HITEC City, Hyderabad, Andhra Pradesh, 500081, India","11 km to city centre
23 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingAirport transferGymRestaurantBar,"Rs7,197",,,Hyderabad,12/02/2021,16/02/2021
155,OYO 47251 M&m Rooms,"01 Shirdi Sai Nagar, Hyderabad, Telangana, 500042, India","8.4 km to city centre
24 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",,"Rs20,517",,,Hyderabad,12/02/2021,16/02/2021
156,Hyatt Hyderabad Gachibowli,"Road No. 2, IT Park, Gachibowli, Hyderabad, Andhra Pradesh, 500019, India","14 km to city centre
22 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",PoolFree parkingPet-friendlyAirport transferSpaGym,"Rs11,730",,,Hyderabad,12/02/2021,16/02/2021
157,i- Stay Hotels -Hitec,"2-91/30/1 S1 Whitefields, Opp to Jayabheri Silicon County, Hyderabad, Telangana, 500081, India","13 km to city centre
25 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingGym,"Rs7,600",,,Hyderabad,12/02/2021,16/02/2021
158,OYO 28637 Gokul Grand,"7-1-212/8 Shivbagh Ameerpet, Hyderabad, Telangana, 500016, India","6.1 km to city centre
22 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingBathtub,"Rs7,690",,,Hyderabad,12/02/2021,16/02/2021
159,Hill View Guest House - Gachibowli 2,"Plot No.18,JayabheriPine valley, Nr Care Hospital, Gachibowli, Hyderabad, Telangana, 500032, India","11 km to city centre
22 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parking,"Rs6,480",,,Hyderabad,12/02/2021,16/02/2021
160,The Central Park,"3-5-863 & 864, Old M.L.A. Quaters Rd, Hyderabad, Telangana, 500029, India","2.0 km to city centre
18 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingAirport transferRestaurantInternet access,"Rs6,782",,,Hyderabad,12/02/2021,16/02/2021
161,"ITC Kakatiya, a Luxury Collection Hotel, Hyderabad","6 -3 -1187, Begumpet, Hyderabad, Andhra Pradesh, 500016, India","4.9 km to city centre
21 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",PoolFree parkingSpaGymRestaurantBar,"Rs16,800",,,Hyderabad,12/02/2021,16/02/2021
162,Best Western Ashoka,"6-1-70, Lakdi-ka-pul, Hyderabad, Andhra Pradesh, 500004, India","1.7 km to city centre
18 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingAirport transferGymRestaurantBar,"Rs10,422",,,Hyderabad,12/02/2021,16/02/2021
163,Best Western Ashoka,"6-1-70, Lakdi-ka-pul, Hyderabad, Andhra Pradesh, 500004, India","1.7 km to city centre
18 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingAirport transferGymRestaurantBar,"Rs10,422",,,Hyderabad,12/02/2021,16/02/2021
164,OYO 28207 Classic Guest House,"1-98/90/26 Madhapur Petrol Bunk Phase 2, Madhapur 2, Madhapur, Hyderabad, Hyderab, Hyderabad, Telangana, 500081, India","9.8 km to city centre
22 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",,"Rs37,755",,,Hyderabad,12/02/2021,16/02/2021
165,The Peerless Inn Hyderabad,"Plot No 15 to 18, Lumbini Layout, Gachibowli, Hyderabad, Andhra Pradesh, 500032, India","11 km to city centre
22 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingAirport transferGymRestaurantBarConnecting rooms available,"Rs12,800",,,Hyderabad,12/02/2021,16/02/2021
166,OYO 9968 Unique Homes,"139,Jubliee Garden Layout,Hanuman Nagar, Lane Behind Haveli Club8,Kothaguda, Hyderabad, 500084, India","13 km to city centre
25 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingRestaurantBathtub,"Rs11,983",,,Hyderabad,12/02/2021,16/02/2021
167,Guest inn Suites,"8-2-438/2 Road No. 4, Banjara Hills, Hyderabad, Telangana, 300034, India","4.2 km to city centre
20 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingAirport transferRestaurant,"Rs9,996",,,Hyderabad,12/02/2021,16/02/2021
168,KP Suites,"No. 1-98/4 Madhapur Main Raod, Madhapur Main Raod, Hitec City, Hyderabad, Telengana, 500081, India","9.9 km to city centre
23 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingAirport transferRestaurantInternet access,"Rs5,996",,,Hyderabad,12/02/2021,16/02/2021
169,"ITC Kohenur, a Luxury Collection Hotel, Hyderabad","Plot No.5, Hyderabad Knowledge City, Madhapur, Hyderabad, Telangana, 500081, India","9.8 km to city centre
22 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingAirport transferSpaGymRestaurantBar,"Rs29,200",,,Hyderabad,12/02/2021,16/02/2021
170,Daspalla Hyderabad,"Road No. 37, Jubilee Hills, Hyderabad, Andhra Pradesh, 500033, India","8.4 km to city centre
22 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs16,106",,,Hyderabad,12/02/2021,16/02/2021
171,Novotel Hyderabad Convention Centre Hotel,"Novotel & HICC Complex, (Adjacent to Hitec City), Hyderabad, Telangana, 500081, India","14 km to city centre
26 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs12,400",,,Hyderabad,12/02/2021,16/02/2021
172,The Golkonda Hyderabad,"Banjara Hills, Masab Tank, Hyderabad, Andhra Pradesh, 500 028, India","2.1 km to city centre
18 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",PoolFree parkingAirport transferGymRestaurantBar,"Rs12,600",,,Hyderabad,12/02/2021,16/02/2021
173,Tabla Pride,"Road Number-1 Banjara Hills, Besides Care Hospital, Hyderabad, Telangana, 500034, India","3.1 km to city centre
19 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingSpaRestaurantBar,"Rs10,557",,,Hyderabad,12/02/2021,16/02/2021
174,Tabla Pride,"Road Number-1 Banjara Hills, Besides Care Hospital, Hyderabad, Telangana, 500034, India","3.1 km to city centre
19 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingSpaRestaurantBar,"Rs10,557",,,Hyderabad,12/02/2021,16/02/2021
175,OYO 30151 Golden Hive,"3-674 Road No 36 Near 100 Ft Road, Ayyappa Society Madhapur, Hyderabad, Telangana, 500081, India","10 km to city centre
24 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingBathtub,"Rs7,464",,,Hyderabad,12/02/2021,16/02/2021
176,Hotel Imperial Classic,"1-8-525, RTC X Road, Chikkadpally, Hyderabad, Telangana, 500020, India","3.6 km to city centre
19 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingAirport transfer,"Rs6,800",,,Hyderabad,12/02/2021,16/02/2021
177,Hotel Minerva Grand,"8-2-616, Road No 11, Banjara Hills, Hyderabad, Andhra Pradesh, 500034, India","3.6 km to city centre
19 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingAirport transferGymRestaurantBar,"Rs12,661",,,Hyderabad,12/02/2021,16/02/2021
178,Courtyard by Marriott Hyderabad,"1 3 1024 Lower Tank Bund Road, Hyderabad, Andhra Pradesh, 500001, India","4.7 km to city centre
21 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs12,462",,,Hyderabad,12/02/2021,16/02/2021
179,The Palazzo,"House No: 15-31, Plot No: 103 to 105, KPHB, 5th Phase, Hyderabad, Andhra Pradesh, 500072, India","13 km to city centre
27 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingAirport transferRestaurant,"Rs10,000",,,Hyderabad,12/02/2021,16/02/2021
180,Hotel Asian International,"11-6-210, Public Garden Road, Nampally, Hyderabad, Telangana, 500001, India","0.7 km to city centre
17 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Internet access,"Rs3,960",,,Hyderabad,12/02/2021,16/02/2021
181,Hotel B Plus L,"Plot No. 37 & 38, Sy. No. 66 & 67, Jubilee Enclave, Madhapur, Hyderabad, Telangana, 500081, India","12 km to city centre
25 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",Free parkingGymRestaurantConnecting rooms available,"Rs13,996",,,Hyderabad,12/02/2021,16/02/2021
182,Ellaa Hotel Gachibowli,"Hill Ridge Springs, Gachibowli, Near Hitech City, Hyderabad, Telangana, 500 032, India","14 km to city centre
24 km to Hyderabad (HYD-Rajiv Gandhi Intl.)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs13,710",,,Hyderabad,12/02/2021,16/02/2021
